Size,AddTime,AddAllTime,ClearTime,ContainsTime,ContainsAllTime,IsEmptyTime,RemoveTime,RemoveAllTime,RetainAllTime,SizeTime,ToArrayTime,ToStringTime
8600,2690500,2817584,42,1042,2419250,208,1709,2415000,2362667,41,1458,208
8700,2780416,2904000,83,708,2540166,250,1167,2447334,2418583,41,1792,209
8800,2858208,2773959,83,834,2637583,167,1208,2423333,2334709,83,1166,167
8900,3002708,2836708,83,542,2544542,333,1000,3483917,2639709,125,8167,625
9000,2778167,2774792,42,667,2707208,167,1750,2522083,2598917,42,2041,209
9100,3002875,2796084,83,750,2620542,375,1625,2812791,2412167,42,2208,1000
9200,2806542,2799042,83,334,2792542,167,1000,2729208,2427833,42,1833,250
9300,2838959,2945916,125,667,2754458,209,875,2735750,2471250,42,1166,208
9400,2884584,2886417,83,625,2786958,166,1041,2842333,2497375,42,958,166
9500,2945166,2871083,42,500,2709917,250,917,2652708,2539458,42,1167,209
9600,2965292,2893792,84,459,2695334,125,541,2635375,2559833,84,792,166
9700,2935750,2994542,41,500,2729917,209,625,3622958,2572208,41,2042,292
9800,2975541,2957500,83,583,2760333,208,1125,2745208,2886583,42,1125,208
9900,2948500,2966792,41,542,2788667,333,1167,2760667,2624416,42,2000,166
10000,3264292,3007084,125,500,2874209,292,1291,2756083,2609250,42,1166,125
10100,3053791,3018666,83,542,2884625,375,792,2856000,2644792,42,1708,167
10200,4222791,3291917,209,792,2919041,542,3417,2843000,2662333,41,1958,292
10300,3073250,3101417,167,584,2951875,166,9041,2905958,2668417,125,1334,209
10400,3116042,3118542,42,542,2956292,125,1458,2907917,2742750,42,1334,167
10500,4384542,3365375,42,1167,3059959,459,2375,2986458,2873667,41,2333,208
10600,3255833,3258583,167,666,3080833,125,875,2985458,2795459,84,1292,125
10700,3261875,3268542,84,583,3044833,250,1083,3012125,2832417,41,875,125
10800,3291959,3270917,83,625,3140625,166,875,3062542,2885125,41,792,167
10900,3319291,3448958,84,584,3187583,625,666,3096541,2899709,83,1292,166
11000,3357167,3333625,42,542,3149666,208,1000,3078708,3190292,42,2042,916
11100,3354708,3372000,83,500,3517041,250,1792,3168709,3039708,41,1459,292
11200,3362542,3450959,208,792,3246500,209,1666,3136500,2976750,83,1791,208
11300,3462625,3352833,83,750,3265083,250,1000,3184417,2983250,41,1292,125
11400,3420417,3440500,84,667,3304292,209,875,3177333,3056833,42,1042,125
11500,3483292,3409250,42,583,3336042,250,1208,3163833,3058042,83,875,125
11600,3487417,3543875,208,667,3312709,667,1500,3212667,3098084,83,2125,209
11700,3572666,3709333,42,292,3369584,250,917,3271292,3052708,41,1250,125
11800,3613209,3475084,83,458,4674458,625,1667,3529042,3380291,125,4792,334
11900,3808208,3817083,542,1375,3719667,834,1834,3555167,3322500,208,4250,500
12000,3923291,3788666,792,875,3645792,667,1500,3628458,3313833,125,3500,584
12100,3842167,3876750,334,833,3930917,1000,1500,3554375,3318500,83,3208,500
12200,3864542,3891583,417,1041,3842375,334,1167,3610208,3348584,42,2666,250
12300,4131875,4124667,250,833,3877458,625,1250,3600292,3356666,42,2291,292
12400,6469375,4591250,500,1291,3730917,916,1917,4451000,3337750,166,3708,500
12500,4081583,3928959,42,792,3702041,209,2125,3461042,3283250,83,1875,292
12600,4079250,4287167,84,1208,3740042,250,1708,3515791,3286334,42,2500,167
12700,4039625,4245417,83,958,3911916,208,1416,3623500,3348875,125,1250,250
12800,4533125,4022792,1083,916,3738708,1250,2250,3612250,3334917,2208,4000,1500
12900,4147959,4257208,84,708,3677834,334,1209,3911292,3465125,42,2083,250
13000,4152459,4070250,41,500,5017083,291,1125,3646583,3605292,84,2250,209
13100,4128625,4116500,83,625,3736916,292,1334,3613250,3476042,41,1500,125
13200,4163417,4100542,42,667,3692750,250,625,3694125,3475625,84,1041,208
13300,4155750,4184459,42,583,3729833,125,875,3650959,3516458,0,1209,167
13400,4224250,4223208,42,625,3803208,125,917,3729000,3466667,41,1458,166
13500,4214541,4192208,250,834,3919625,292,833,3694750,3526166,84,2166,292
13600,5576833,4673792,42,1042,4004167,291,2166,3799958,3627542,83,2625,250
13700,4317917,4245667,83,458,3942125,250,792,3779042,3568667,42,1166,125
13800,4298667,4288459,167,500,3884959,125,834,3783542,3626666,42,1209,167
13900,4338209,4329417,42,542,4111209,250,1791,3968792,3939541,125,2417,459
14000,4383750,4649541,42,791,4033042,250,2375,3877541,3670959,41,1334,167
14100,4386042,4379916,1083,667,4267084,291,1875,4011250,3745125,84,2208,208
14200,4418875,4377375,42,667,4039667,291,1125,3929708,3834708,41,1125,250
14300,4467750,4397709,83,500,4013416,167,542,3949584,3790916,42,1375,167
14400,4471208,4731042,84,1333,4132416,500,792,4068542,4037583,0,2417,250
14500,4479750,4489291,41,458,4116250,250,750,4005917,3892166,0,1500,125
14600,4512708,4519042,42,542,5484375,625,1958,4227125,3802458,83,2417,292
14700,4617208,4538084,83,542,4125334,167,1084,4101167,3820041,42,1417,125
14800,4510375,4552584,42,750,4740917,375,1250,4173083,3875083,0,2167,291
14900,4624625,4568042,42,667,4223792,166,917,4121667,3896708,41,1458,250
15000,4635167,4581792,83,542,4224250,209,667,4236625,3949834,0,1125,250
15100,4734459,4583625,42,541,5283750,416,1916,4340166,3936875,0,2459,209
15200,4649666,4657375,84,458,4259334,292,792,4383375,4062083,41,2500,333
15300,4676000,4667458,42,667,4399667,375,1250,4275209,3984583,84,1875,208
15400,4757292,4706834,41,750,4377459,250,875,4274333,4033792,83,1500,166
15500,4750417,4750125,42,667,4401583,125,1000,4289375,4096334,0,1125,125
15600,4786042,4767042,1125,625,4509458,167,2083,4427958,4359708,84,2625,167
15700,4877125,4779083,42,500,4511792,167,1209,4617625,4183375,41,1875,167
15800,4848000,4835792,42,625,4548375,208,1041,4433875,4097000,41,1083,208
15900,4868375,4873541,42,750,4476834,209,833,4417917,4141375,0,1292,125
16000,4920042,4872750,42,292,4548000,375,708,4560166,4403250,84,4791,583
16100,6318542,5066459,41,958,4752333,208,2083,4527750,4214458,84,2084,167
16200,4993417,4919666,333,500,4571875,167,1458,4757292,4285584,42,2333,291
16300,5002667,4933334,41,459,4626167,208,958,4528125,4221042,42,1250,125
16400,5036542,5022375,42,458,4627708,208,791,4886208,4285792,125,2958,417
16500,5127083,5212625,83,1042,4698500,0,2000,5352709,4439541,125,3041,375
16600,5146417,5056125,125,750,4701959,250,1500,4663583,4363208,42,1375,166
16700,5091791,5068875,42,667,4743458,208,1041,4631375,4368292,41,1542,209
16800,5146583,5124292,42,584,5090291,584,2166,4708292,4371167,41,2875,375
16900,5389375,5216042,42,750,4824458,250,1292,4728000,4389791,42,1625,208
17000,6470208,5145833,41,917,5089750,292,1625,4815500,4426666,0,2292,333
17100,5207417,5512291,84,541,4846208,167,834,4725000,4460792,42,1834,125
17200,5250750,5516875,83,833,4897292,417,708,4758541,4430333,41,2500,250
17300,5302541,5215417,42,625,4925375,334,875,4783417,4482041,84,1709,83
17400,5277666,5309917,208,875,5107667,416,1916,4866792,4565458,83,1958,292
17500,5323542,5297375,83,666,4965500,292,1000,4844417,4498667,42,1500,84
17600,5338833,5337417,417,500,5092042,416,1083,5162333,4637209,42,2625,334
17700,5534375,5383750,42,542,5097417,333,875,4902708,4599375,83,1708,83
17800,5412042,5356791,208,417,5092084,166,792,5774583,4679417,0,2375,375
17900,5444666,5387833,83,833,5104167,250,1792,5019667,4955917,0,2584,167
18000,5486083,5416084,42,666,5129833,208,833,5027375,4703083,42,2167,166
18100,5512083,5455959,42,708,5227083,250,958,5054209,4794708,41,1708,83
18200,5495083,5519458,42,625,5224625,250,1125,5067709,5494833,167,3000,375
18300,5560750,5553334,208,1084,5336084,250,2125,5257000,4772041,83,3333,500
18400,5636750,5630167,41,708,5214541,167,1708,5223583,4777125,83,2167,166
18500,5610459,5609833,83,667,5248125,250,1250,5177708,4810750,0,1875,125
18600,5616084,5836584,42,834,5323000,250,1208,5198416,4802250,0,2209,209
18700,5693291,5699417,42,667,5316042,334,1708,5226792,4863250,83,1958,125
18800,5672291,5721583,292,875,5354000,334,792,5284541,4894209,42,1333,83
18900,5713333,5723292,84,542,5415292,166,833,5530541,4886000,0,2459,333
19000,5773541,5799709,334,1125,5458375,500,2334,5273917,5670791,84,2709,292
19100,5797250,5749833,250,583,5436167,250,1042,5557959,4978209,41,1917,125
19200,5784208,5806000,42,834,5504542,166,750,5335666,5042333,0,1708,209
19300,5810375,5838042,416,709,5594916,375,958,5363375,5061000,42,2458,208
19400,5854292,5884125,42,542,5532834,334,1167,5474375,5723667,83,2333,542
19500,5916458,5981291,42,792,5533750,167,1542,5422500,5034458,42,1250,125
19600,5953584,6164084,167,1000,5552791,333,875,5478292,5415042,41,2542,292
19700,5928709,5950166,42,791,5649833,208,958,5465666,5168000,83,2375,84
19800,5932458,6247666,42,750,6774041,417,1625,5753417,5188042,42,2208,166
19900,6043917,5965542,42,583,5922667,458,833,5518166,5157958,0,2750,125
20000,6319208,6090375,42,667,5683334,334,958,5565708,5240875,41,1583,83
